"concept_id","concept_name","concept_code","vocabulary_id","ingredient"
37593680,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] by Canoma","OMOP4783114","RxNorm Extension","adalimumab"
37593681,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] by Emra-Med","OMOP4783115","RxNorm Extension","adalimumab"
37593682,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] by Orifarm Leverkus","OMOP4783116","RxNorm Extension","adalimumab"
37593683,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] by Medicopharm","OMOP4783117","RxNorm Extension","adalimumab"
37593684,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] by Kohlpharma","OMOP4783118","RxNorm Extension","adalimumab"
37593685,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] by Aaha","OMOP4783119","RxNorm Extension","adalimumab"
37593686,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] by Canoma","OMOP4783120","RxNorm Extension","adalimumab"
37593687,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] by Emra-Med","OMOP4783121","RxNorm Extension","adalimumab"
37593688,"0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira] by Medicopharm","OMOP4783122","RxNorm Extension","adalimumab"
37593747,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] by Abbvie","OMOP4783180","RxNorm Extension","adalimumab"
37593748,"0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira] by Abbvie","OMOP4783181","RxNorm Extension","adalimumab"
37593749,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] by Aca Mueller","OMOP4783182","RxNorm Extension","adalimumab"
37593750,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] by Aca Mueller","OMOP4783183","RxNorm Extension","adalimumab"
40141500,"adalimumab Prefilled Syringe","727702","RxNorm","adalimumab"
40141501,"adalimumab Prefilled Syringe [Humira]","727704","RxNorm","adalimumab"
40719114,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Humira] Box of 2","OMOP4738149","RxNorm Extension","adalimumab"
40719651,"0.2 ML adalimumab 100 MG/ML Injectable Solution [Humira] Box of 2 by Abbvie","OMOP4737512","RxNorm Extension","adalimumab"
40719652,"0.2 ML adalimumab 100 MG/ML Injectable Solution [Humira] Box of 2","OMOP4737511","RxNorm Extension","adalimumab"
40719653,"0.2 ML adalimumab 100 MG/ML Injectable Solution [Humira] by Abbvie","OMOP4737510","RxNorm Extension","adalimumab"
40719654,"0.2 ML adalimumab 100 MG/ML Injectable Solution [Humira]","OMOP4737509","RxNorm Extension","adalimumab"
40719655,"0.2 ML adalimumab 100 MG/ML Injectable Solution Box of 2","OMOP4737508","RxNorm Extension","adalimumab"
40719656,"0.2 ML adalimumab 100 MG/ML Injectable Solution","OMOP4737507","RxNorm Extension","adalimumab"
40724822,"adalimumab 50 MG/ML Injectable Solution [Humira] Box of 2","OMOP4732372","RxNorm Extension","adalimumab"
40881937,"adalimumab 50 MG/ML Auto-Injector [Humira] Box of 4","OMOP2079899","RxNorm Extension","adalimumab"
40912987,"adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6","OMOP2110949","RxNorm Extension","adalimumab"
40944240,"adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 12","OMOP2142202","RxNorm Extension","adalimumab"
41037644,"adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4","OMOP2235606","RxNorm Extension","adalimumab"
41068877,"adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6","OMOP2266839","RxNorm Extension","adalimumab"
41088198,"adalimumab 50 MG/ML Auto-Injector Box of 4","OMOP2286160","RxNorm Extension","adalimumab"
41088199,"adalimumab 50 MG/ML Auto-Injector Box of 2","OMOP2286161","RxNorm Extension","adalimumab"
41100355,"adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6","OMOP2298317","RxNorm Extension","adalimumab"
41182039,"adalimumab 50 MG/ML Prefilled Syringe Box of 4","OMOP2380001","RxNorm Extension","adalimumab"
41194312,"adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2","OMOP2392274","RxNorm Extension","adalimumab"
41213425,"adalimumab 100 MG/ML Prefilled Syringe Box of 6","OMOP2411387","RxNorm Extension","adalimumab"
41275312,"adalimumab 50 MG/ML Prefilled Syringe Box of 6","OMOP2473274","RxNorm Extension","adalimumab"
41306414,"adalimumab 50 MG/ML Prefilled Syringe Box of 12","OMOP2504376","RxNorm Extension","adalimumab"
41406409,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 6 by Cc","OMOP2604371","RxNorm Extension","adalimumab"
41406425,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe Box of 6","OMOP2604387","RxNorm Extension","adalimumab"
41406483,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 6 by Canoma","OMOP2604445","RxNorm Extension","adalimumab"
41406535,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Cc","OMOP2604497","RxNorm Extension","adalimumab"
41406597,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Cc","OMOP2604559","RxNorm Extension","adalimumab"
41406661,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Abbvie","OMOP2604623","RxNorm Extension","adalimumab"
41406786,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Abbvie","OMOP2604748","RxNorm Extension","adalimumab"
41407079,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by Canoma","OMOP2605041","RxNorm Extension","adalimumab"
41407080,"0.4 ML adalimumab 100 MG/ML Injection [Humira] Box of 2 by Cc","OMOP2605042","RxNorm Extension","adalimumab"
41407129,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6","OMOP2605091","RxNorm Extension","adalimumab"
41411350,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe Box of 6","OMOP2609312","RxNorm Extension","adalimumab"
41411361,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Orifarm Leverkus","OMOP2609323","RxNorm Extension","adalimumab"
41411362,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Medicopharm","OMOP2609324","RxNorm Extension","adalimumab"
41411363,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Aca Mueller","OMOP2609325","RxNorm Extension","adalimumab"
41411364,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Inopha","OMOP2609326","RxNorm Extension","adalimumab"
41411365,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Gerke","OMOP2609327","RxNorm Extension","adalimumab"
41411366,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Veron","OMOP2609328","RxNorm Extension","adalimumab"
41411367,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Aca Mueller","OMOP2609329","RxNorm Extension","adalimumab"
41411388,"0.8 ML adalimumab 50 MG/ML Injection [Humira] Box of 2 by Cc","OMOP2609350","RxNorm Extension","adalimumab"
41411389,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Propharmed","OMOP2609351","RxNorm Extension","adalimumab"
41411390,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Haematogmbh","OMOP2609352","RxNorm Extension","adalimumab"
41411391,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by HVD","OMOP2609353","RxNorm Extension","adalimumab"
41411392,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Haematogmbh","OMOP2609354","RxNorm Extension","adalimumab"
41411393,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 12 by Propharmed","OMOP2609355","RxNorm Extension","adalimumab"
41411394,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Canoma","OMOP2609356","RxNorm Extension","adalimumab"
41411395,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by European","OMOP2609357","RxNorm Extension","adalimumab"
41411396,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Emra-Med","OMOP2609358","RxNorm Extension","adalimumab"
41411397,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Orifarm Leverkus","OMOP2609359","RxNorm Extension","adalimumab"
41411400,"0.8 ML adalimumab 50 MG/ML Auto-Injector Box of 2","OMOP2609362","RxNorm Extension","adalimumab"
41411416,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Orifarm Leverkus","OMOP2609378","RxNorm Extension","adalimumab"
41411417,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Medicopharm","OMOP2609379","RxNorm Extension","adalimumab"
41411418,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Aca Mueller","OMOP2609380","RxNorm Extension","adalimumab"
41411436,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2","OMOP2609398","RxNorm Extension","adalimumab"
41411448,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Cambridge","OMOP2609410","RxNorm Extension","adalimumab"
41411478,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Cc","OMOP2609440","RxNorm Extension","adalimumab"
41411516,"0.8 ML adalimumab 50 MG/ML Auto-Injector Box of 4","OMOP2609478","RxNorm Extension","adalimumab"
41411517,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe Box of 4","OMOP2609479","RxNorm Extension","adalimumab"
41411540,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Propharmed","OMOP2609502","RxNorm Extension","adalimumab"
41411541,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Abacus Medicine","OMOP2609503","RxNorm Extension","adalimumab"
41411542,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Gerke","OMOP2609504","RxNorm Extension","adalimumab"
41411560,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 4","OMOP2609522","RxNorm Extension","adalimumab"
41411579,"0.8 ML adalimumab 50 MG/ML Injection [Humira] Box of 2 by Kohlpharma","OMOP2609541","RxNorm Extension","adalimumab"
41411580,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Aca Mueller","OMOP2609542","RxNorm Extension","adalimumab"
41411581,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Cc","OMOP2609543","RxNorm Extension","adalimumab"
41411582,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by European","OMOP2609544","RxNorm Extension","adalimumab"
41411583,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Cc","OMOP2609545","RxNorm Extension","adalimumab"
41411603,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Canoma","OMOP2609565","RxNorm Extension","adalimumab"
41411604,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Abbvie","OMOP2609566","RxNorm Extension","adalimumab"
41411605,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Kohlpharma","OMOP2609567","RxNorm Extension","adalimumab"
41411633,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Kohlpharma","OMOP2609595","RxNorm Extension","adalimumab"
41411634,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Gerke","OMOP2609596","RxNorm Extension","adalimumab"
41411635,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Eurim-Pharm","OMOP2609597","RxNorm Extension","adalimumab"
41411636,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Emra-Med","OMOP2609598","RxNorm Extension","adalimumab"
41411637,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Emra-Med","OMOP2609599","RxNorm Extension","adalimumab"
41411638,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Cc","OMOP2609600","RxNorm Extension","adalimumab"
41411639,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Medicopharm","OMOP2609601","RxNorm Extension","adalimumab"
41411640,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Abacus Medicine","OMOP2609602","RxNorm Extension","adalimumab"
41411641,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Cambridge","OMOP2609603","RxNorm Extension","adalimumab"
41411663,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by European","OMOP2609625","RxNorm Extension","adalimumab"
41411664,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Abbvie","OMOP2609626","RxNorm Extension","adalimumab"
41411665,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Kohlpharma","OMOP2609627","RxNorm Extension","adalimumab"
41411666,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Haematogmbh","OMOP2609628","RxNorm Extension","adalimumab"
41411667,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by European","OMOP2609629","RxNorm Extension","adalimumab"
41411668,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Veron","OMOP2609630","RxNorm Extension","adalimumab"
41411669,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Gerke","OMOP2609631","RxNorm Extension","adalimumab"
41411670,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Bb Farma","OMOP2609632","RxNorm Extension","adalimumab"
41411681,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4","OMOP2609643","RxNorm Extension","adalimumab"
41411695,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Emra-Med","OMOP2609657","RxNorm Extension","adalimumab"
41411696,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Cc","OMOP2609658","RxNorm Extension","adalimumab"
41411697,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Abbvie","OMOP2609659","RxNorm Extension","adalimumab"
41411698,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Orifarm Leverkus","OMOP2609660","RxNorm Extension","adalimumab"
41411699,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Abacus Medicine","OMOP2609661","RxNorm Extension","adalimumab"
41411700,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Haematogmbh","OMOP2609662","RxNorm Extension","adalimumab"
41411701,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Eurim-Pharm","OMOP2609663","RxNorm Extension","adalimumab"
41411702,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Canoma","OMOP2609664","RxNorm Extension","adalimumab"
41411732,"0.8 ML adalimumab 50 MG/ML Injection [Humira] Box of 2 by Orifarm Leverkus","OMOP2609694","RxNorm Extension","adalimumab"
41411733,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Orifarm Leverkus","OMOP2609695","RxNorm Extension","adalimumab"
41411734,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 4 by Cambridge","OMOP2609696","RxNorm Extension","adalimumab"
41411735,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Inopha","OMOP2609697","RxNorm Extension","adalimumab"
41411736,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Emra-Med","OMOP2609698","RxNorm Extension","adalimumab"
41411740,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe Box of 12","OMOP2609702","RxNorm Extension","adalimumab"
41411763,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Canoma","OMOP2609725","RxNorm Extension","adalimumab"
41411764,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Abacus Medicine","OMOP2609726","RxNorm Extension","adalimumab"
41411765,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Cambridge","OMOP2609727","RxNorm Extension","adalimumab"
41411766,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Bb Farma","OMOP2609728","RxNorm Extension","adalimumab"
41411767,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Abbvie","OMOP2609729","RxNorm Extension","adalimumab"
41411768,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Propharmed","OMOP2609730","RxNorm Extension","adalimumab"
41411802,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by Gerke","OMOP2609764","RxNorm Extension","adalimumab"
41411803,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6 by European","OMOP2609765","RxNorm Extension","adalimumab"
41411804,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Propharmed","OMOP2609766","RxNorm Extension","adalimumab"
41411805,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by HVD","OMOP2609767","RxNorm Extension","adalimumab"
41411806,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 2 by Abacus Medicine","OMOP2609768","RxNorm Extension","adalimumab"
41411807,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 2 by Eurim-Pharm","OMOP2609769","RxNorm Extension","adalimumab"
41411829,"0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira] Box of 6","OMOP2609791","RxNorm Extension","adalimumab"
41411830,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 12","OMOP2609792","RxNorm Extension","adalimumab"
41411831,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6","OMOP2609793","RxNorm Extension","adalimumab"
41411845,"0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] Box of 6 by Medicopharm","OMOP2609807","RxNorm Extension","adalimumab"
42657711,"adalimumab 50 MG/ML Injectable Solution [Hyrimoz] Box of 6","OMOP4869279","RxNorm Extension","adalimumab"
42658134,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hyrimoz] Box of 6","OMOP4869698","RxNorm Extension","adalimumab"
42658135,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hyrimoz] Box of 6 by Sandoz","OMOP4869699","RxNorm Extension","adalimumab"
42876129,"adalimumab Prefilled Syringe [Idacio]","OMOP4873242","RxNorm Extension","adalimumab"
42876130,"adalimumab 100 MG/ML Prefilled Syringe Box of 3","OMOP4873243","RxNorm Extension","adalimumab"
42876131,"adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 3","OMOP4873244","RxNorm Extension","adalimumab"
42876132,"adalimumab 100 MG/ML Auto-Injector Box of 3","OMOP4873245","RxNorm Extension","adalimumab"
42876133,"adalimumab 100 MG/ML Auto-Injector [Humira] Box of 3","OMOP4873246","RxNorm Extension","adalimumab"
42876134,"adalimumab 50 MG/ML Prefilled Syringe [Hulio] Box of 6","OMOP4873247","RxNorm Extension","adalimumab"
42876135,"adalimumab 50 MG/ML Prefilled Syringe [Hyrimoz] Box of 6","OMOP4873248","RxNorm Extension","adalimumab"
42876136,"adalimumab 50 MG/ML Prefilled Syringe [Imraldi] Box of 6","OMOP4873249","RxNorm Extension","adalimumab"
42876137,"adalimumab 50 MG/ML Prefilled Syringe [Idacio]","OMOP4873250","RxNorm Extension","adalimumab"
42876138,"adalimumab 50 MG/ML Prefilled Syringe [Idacio] Box of 2","OMOP4873251","RxNorm Extension","adalimumab"
42876368,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by Nmg","OMOP4873479","RxNorm Extension","adalimumab"
42876369,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 2 by 2care4","OMOP4873480","RxNorm Extension","adalimumab"
42876370,"0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 6 by 2care4","OMOP4873481","RxNorm Extension","adalimumab"
42876418,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe Box of 3","OMOP4873527","RxNorm Extension","adalimumab"
42876419,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 3","OMOP4873528","RxNorm Extension","adalimumab"
42876420,"0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira] Box of 3 by Orifarm Leverkus","OMOP4873529","RxNorm Extension","adalimumab"
42876421,"0.8 ML adalimumab 100 MG/ML Auto-Injector Box of 3","OMOP4873530","RxNorm Extension","adalimumab"
42876422,"0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira] by Orifarm Leverkus","OMOP4873531","RxNorm Extension","adalimumab"
42876423,"0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 3","OMOP4873532","RxNorm Extension","adalimumab"
42876424,"0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira] Box of 3 by Orifarm Leverkus","OMOP4873533","RxNorm Extension","adalimumab"
42876425,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hulio] Box of 2 by Eurim-Pharm","OMOP4873534","RxNorm Extension","adalimumab"
42876426,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hulio] Box of 2 by Orifarm Leverkus","OMOP4873535","RxNorm Extension","adalimumab"
42876427,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hulio] Box of 2 by Axicorp","OMOP4873536","RxNorm Extension","adalimumab"
42876428,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hulio] Box of 2 by Kohlpharma","OMOP4873537","RxNorm Extension","adalimumab"
42876429,"0.8 ML adalimumab 50 MG/ML Injectable Solution [Hulio] Box of 2 by Paranova Pack","OMOP4873538","RxNorm Extension","adalimumab"
