concept_id,concept_code,concept_name,vocabulary_id,category,variable,domain
45543164,I1310,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",10,ckd,ckd,diagnosis
45543858,N18.3,"Chronic kidney disease, stage 3",10,ckd,ckd,diagnosis
45543858,N183,"Chronic kidney disease, stage 3",10,ckd,ckd,diagnosis
45547621,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45547621,E1022,Type 1 diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45548653,N18.6,End stage renal disease,10,ckd,ckd,diagnosis
45548653,N186,End stage renal disease,10,ckd,ckd,diagnosis
45548697,O10.212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",10,ckd,ckd,diagnosis
45548697,O10212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",10,ckd,ckd,diagnosis
45552372,E08.22,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45552372,E0822,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45553437,N18.2,"Chronic kidney disease, stage 2",10,ckd,ckd,diagnosis
45553437,N182,"Chronic kidney disease, stage 2",10,ckd,ckd,diagnosis
45553438,N18.9,"Chronic kidney disease, unspecified",10,ckd,ckd,diagnosis
45553438,N189,"Chronic kidney disease, unspecified",10,ckd,ckd,diagnosis
45557089,D63.1,Anemia in chronic kidney disease,10,ckd,ckd,diagnosis
45557089,D631,Anemia in chronic kidney disease,10,ckd,ckd,diagnosis
45558201,O10.313,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",10,ckd,ckd,diagnosis
45558201,O10313,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",10,ckd,ckd,diagnosis
45558202,O10.32,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth,10,ckd,ckd,diagnosis
45558202,O1032,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth,10,ckd,ckd,diagnosis
45561945,E09.22,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45561945,E0922,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45561955,E13.22,Other specified diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45561955,E1322,Other specified diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45567886,O10.211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",10,ckd,ckd,diagnosis
45567886,O10211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",10,ckd,ckd,diagnosis
45577557,O10.312,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",10,ckd,ckd,diagnosis
45577557,O10312,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",10,ckd,ckd,diagnosis
45582391,N18,Chronic kidney disease,10,ckd,ckd,diagnosis
45582392,N18.1,"Chronic kidney disease, stage 1",10,ckd,ckd,diagnosis
45582392,N181,"Chronic kidney disease, stage 1",10,ckd,ckd,diagnosis
45582393,N18.4,"Chronic kidney disease, stage 4",10,ckd,ckd,diagnosis
45582393,N184,"Chronic kidney disease, stage 4",10,ckd,ckd,diagnosis
45582394,N18.5,"Chronic kidney disease, stage 5",10,ckd,ckd,diagnosis
45582394,N185,"Chronic kidney disease, stage 5",10,ckd,ckd,diagnosis
45582443,O10.2,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",10,ckd,ckd,diagnosis
45582443,O102,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",10,ckd,ckd,diagnosis
45582444,O10.33,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,10,ckd,ckd,diagnosis
45582444,O1033,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,10,ckd,ckd,diagnosis
45587280,O10.213,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester",10,ckd,ckd,diagnosis
45587280,O10213,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester",10,ckd,ckd,diagnosis
45587281,O10.311,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",10,ckd,ckd,diagnosis
45587281,O10311,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",10,ckd,ckd,diagnosis
45595797,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45595797,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease,10,ckd,ckd,diagnosis
45596188,I13.11,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",10,ckd,ckd,diagnosis
45596188,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",10,ckd,ckd,diagnosis
45601717,N18.0,End-stage renal disease,10,ckd,ckd,diagnosis
45601717,N180,End-stage renal disease,10,ckd,ckd,diagnosis
45757137,10757401000119104,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth,SM,ckd,ckd,diagnosis
45757139,10757481000119107,Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy,SM,ckd,ckd,diagnosis
45757356,118781000119108,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy,SM,ckd,ckd,diagnosis
45757392,127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45757393,128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45757444,140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45757445,140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45757446,140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45757447,140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45763854,700378005,Chronic kidney disease stage 3A,SM,ckd,ckd,diagnosis
45763855,700379002,Chronic kidney disease stage 3B,SM,ckd,ckd,diagnosis
45768812,707323002,Anemia in chronic kidney disease,SM,ckd,ckd,diagnosis
45768813,707324008,Anemia in end stage renal disease,SM,ckd,ckd,diagnosis
45769901,90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45769902,90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45769903,90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45769904,90771000119100,End stage renal disease on dialysis due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45769906,90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45771064,71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,SM,ckd,ckd,diagnosis
45771067,71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45771075,90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45772751,704667004,Hypertension concurrent and due to end stage renal disease on dialysis,SM,ckd,ckd,diagnosis
45773576,90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
45773688,96441000119101,Chronic kidney disease due to type 1 diabetes mellitus,SM,ckd,ckd,diagnosis
46270353,284961000119106,Chronic kidney disease due to benign hypertension,SM,ckd,ckd,diagnosis
46270354,284971000119100,Chronic kidney disease stage 1 due to benign hypertension,SM,ckd,ckd,diagnosis
46270355,284981000119102,Chronic kidney disease stage 2 due to benign hypertension,SM,ckd,ckd,diagnosis
46270356,285011000119108,Chronic kidney disease stage 5 due to benign hypertension,SM,ckd,ckd,diagnosis
46271022,709044004,Chronic kidney disease,SM,ckd,ckd,diagnosis
46273164,712487000,End stage renal disease due to benign hypertension,SM,ckd,ckd,diagnosis
46273514,285001000119105,Chronic kidney disease stage 4 due to benign hypertension,SM,ckd,ckd,diagnosis
46273636,284991000119104,Chronic kidney disease stage 3 due to benign hypertension,SM,ckd,ckd,diagnosis
46284080,939211000000104,Chronic kidney disease resolved,SM,ckd,ckd,diagnosis
46284566,949401000000103,CKD G1A1 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A1,SM,ckd,ckd,diagnosis
46284567,949421000000107,CKD G1A2 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A2,SM,ckd,ckd,diagnosis
46284570,949481000000108,CKD G1A3 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A3,SM,ckd,ckd,diagnosis
46284572,949521000000108,CKD G2A1 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A1,SM,ckd,ckd,diagnosis
46284575,949621000000109,CKD G2A3 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A3,SM,ckd,ckd,diagnosis
46284587,949881000000106,CKD G3aA1 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1,SM,ckd,ckd,diagnosis
46284588,949921000000100,CKD G3aA3 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3,SM,ckd,ckd,diagnosis
46284591,950061000000103,CKD G3bA1 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1,SM,ckd,ckd,diagnosis
46284592,950081000000107,CKD G3bA2 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2,SM,ckd,ckd,diagnosis
46284593,950101000000101,CKD G3bA3 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3,SM,ckd,ckd,diagnosis
46284597,950181000000106,CKD G4A1 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1,SM,ckd,ckd,diagnosis
46284598,950211000000107,CKD G4A2 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2,SM,ckd,ckd,diagnosis
46284599,950231000000104,CKD G4A3 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3,SM,ckd,ckd,diagnosis
46284600,950251000000106,CKD G5A1 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1,SM,ckd,ckd,diagnosis
46284602,950291000000103,CKD G5A2 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2,SM,ckd,ckd,diagnosis
46284603,950311000000102,CKD G5A3 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3,SM,ckd,ckd,diagnosis
46286992,949901000000109,CKD G3aA2 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2,SM,ckd,ckd,diagnosis
46287169,949561000000100,CKD G2A2 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A2,SM,ckd,ckd,diagnosis
1529352,199149,acarbose 50 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19021312,199150,acarbose 100 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19023063,200132,acarbose 25 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19040969,209247,acarbose 50 MG Oral Tablet [Precose],RX,second_line_rx,second_line_rx,prescribing
19040970,209248,acarbose 100 MG Oral Tablet [Precose],RX,second_line_rx,second_line_rx,prescribing
19047612,213170,acarbose 25 MG Oral Tablet [Precose],RX,second_line_rx,second_line_rx,prescribing
40003412,370504,acarbose Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40003413,368300,acarbose Oral Tablet [Precose],RX,second_line_rx,second_line_rx,prescribing
19018783,197306,acetohexamide 250 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19018784,197307,acetohexamide 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19048692,214106,acetohexamide 250 MG Oral Tablet [Dymelor],RX,second_line_rx,second_line_rx,prescribing
19048693,214107,acetohexamide 500 MG Oral Tablet [Dymelor],RX,second_line_rx,second_line_rx,prescribing
40004923,370529,acetohexamide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40004924,368696,acetohexamide Oral Tablet [Dymelor],RX,second_line_rx,second_line_rx,prescribing
44816273,1534800,0.5 ML albiglutide 60 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
44816274,1534805,0.5 ML albiglutide 60 MG/ML Pen Injector [Tanzeum],RX,second_line_rx,second_line_rx,prescribing
44816275,1534806,albiglutide 60 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
44816276,1534807,albiglutide 60 MG/ML Pen Injector [Tanzeum],RX,second_line_rx,second_line_rx,prescribing
44816282,1534820,0.5 ML albiglutide 100 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
44816283,1534822,0.5 ML albiglutide 100 MG/ML Pen Injector [Tanzeum],RX,second_line_rx,second_line_rx,prescribing
44816284,1534823,albiglutide 100 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
44816285,1534824,albiglutide 100 MG/ML Pen Injector [Tanzeum],RX,second_line_rx,second_line_rx,prescribing
46275422,1659115,albiglutide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46275423,1659117,albiglutide Pen Injector [Tanzeum],RX,second_line_rx,second_line_rx,prescribing
43013885,1368383,alogliptin / metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013887,1368395,alogliptin / metformin Oral Tablet [Kazano],RX,second_line_rx,second_line_rx,prescribing
43013896,1368385,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013897,1368391,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Kazano],RX,second_line_rx,second_line_rx,prescribing
43013899,1368392,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013900,1368398,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Kazano],RX,second_line_rx,second_line_rx,prescribing
43013888,1368401,alogliptin / pioglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013893,1368434,alogliptin / pioglitazone Oral Tablet [Oseni],RX,second_line_rx,second_line_rx,prescribing
43013902,1368403,alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013903,1368409,alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet [Oseni],RX,second_line_rx,second_line_rx,prescribing
43013905,1368410,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013906,1368416,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet [Oseni],RX,second_line_rx,second_line_rx,prescribing
43013908,1368417,alogliptin 12.5 MG / pioglitazone 45 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013909,1368423,alogliptin 12.5 MG / pioglitazone 45 MG Oral Tablet [Oseni],RX,second_line_rx,second_line_rx,prescribing
43013915,1368424,alogliptin 25 MG / pioglitazone 15 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
43013916,1368430,alogliptin 25 MG / pioglitazone 15 MG Oral Tablet [Oseni],RX,second_line_rx,second_line_rx,prescribing
